
    Sonde serial number                          	M4643053
    Sonde type                                   	RS92-SGP
    Release point longitude                      	73.83�E
    Release point latitude                       	19.90�N
    Release point height from sea level          	1151 m
    Balloon release date and time                	2022-03-28T14:31:19

   n HeightMSL  Temp     P RH Dir Speed  MRI
             m    �C    mb  %   �   m/s     
2510     10062 -29.9 312.6  5  92   4.0 1590
2511     10066 -30.0 312.4  5  92   3.9 1590
2512     10070 -30.0 312.3  5  93   3.9 1591
2513     10073 -30.0 312.1  5  93   3.9 1591
2514     10077 -30.1 312.0  5  93   3.9 1592
2515     10081 -30.1 311.8  5  94   3.9 1592
2516     10084 -30.1 311.6  5  94   3.9 1593
2517     10088 -30.1 311.5  5  94   3.9 1593
2518     10092 -30.2 311.3  5  95   3.9 1594
2519     10096 -30.2 311.1  5  95   3.9 1594
2520     10100 -30.3 311.0  5  96   3.9 1595
2521     10103 -30.3 310.8  5  96   3.9 1596
2522     10107 -30.3 310.6  5  97   3.9 1596
2523     10110 -30.4 310.5  5  97   3.9 1597
2524     10114 -30.4 310.3  5  98   3.9 1597
2525     10118 -30.4 310.2  5  98   3.9 1598
2526     10121 -30.5 310.0  5  99   3.9 1598
2527     10125 -30.5 309.8  5  99   3.8 1599
2528     10129 -30.6 309.7  5 100   3.8 1599
2529     10133 -30.6 309.5  5 101   3.8 1600
2530     10136 -30.6 309.4  5 101   3.8 1600
2531     10140 -30.6 309.2  5 102   3.8 1601
2532     10143 -30.7 309.1  5 103   3.8 1601
2533     10147 -30.7 308.9  5 103   3.7 1602
2534     10150 -30.7 308.7  5 104   3.7 1602
2535     10154 -30.8 308.6  5 105   3.7 1603
2536     10158 -30.8 308.4  5 105   3.7 1604
2537     10162 -30.8 308.3  5 106   3.6 1604
2538     10165 -30.8 308.1  5 106   3.6 1605
2539     10169 -30.8 307.9  5 107   3.6 1605
2540     10172 -30.9 307.8  5 107   3.5 1606
2541     10176 -30.9 307.6  5 107   3.5 1606
2542     10180 -31.0 307.5  5 108   3.5 1607
2543     10184 -31.0 307.3  5 108   3.4 1607
2544     10188 -31.0 307.1  5 108   3.4 1608
2545     10191 -31.0 307.0  5 108   3.3 1608
2546     10195 -31.0 306.8  4 108   3.3 1609
2547     10199 -31.0 306.6  4 108   3.2 1610
2548     10203 -31.0 306.5  4 107   3.2 1610
2549     10207 -31.0 306.3  4 107   3.1 1611
2550     10211 -31.0 306.1  4 107   3.0 1611
2551     10214 -31.0 306.0  4 106   3.0 1612
2552     10218 -31.0 305.8  4 105   2.9 1612
2553     10222 -31.0 305.7  4 105   2.9 1613
2554     10225 -31.1 305.5  4 104   2.8 1613
2555     10229 -31.1 305.3  4 103   2.7 1614
2556     10233 -31.1 305.2  4 102   2.7 1614
2557     10237 -31.1 305.0  4 101   2.6 1615
2558     10241 -31.1 304.8  4 100   2.6 1616
2559     10244 -31.2 304.7  4  99   2.5 1616
2560     10248 -31.2 304.5  4  98   2.4 1617
2561     10252 -31.2 304.4  4  96   2.4 1617
2562     10255 -31.3 304.2  4  95   2.3 1618
2563     10259 -31.3 304.1  4  94   2.3 1618
2564     10263 -31.3 303.9  4  93   2.3 1619
2565     10266 -31.3 303.7  4  92   2.2 1619
2566     10270 -31.4 303.6  4  91   2.2 1620
2567     10273 -31.4 303.5  5  90   2.2 1620
2568     10276 -31.4 303.3  5  89   2.1 1621
2569     10280 -31.4 303.2  5  89   2.1 1621
2570     10284 -31.5 303.0  5  88   2.1 1622
2571     10288 -31.5 302.8  5  88   2.1 1622
2572     10291 -31.5 302.7  5  87   2.1 1623
2573     10295 -31.6 302.5  4  87   2.0 1623
2574     10298 -31.6 302.4  4  87   2.0 1624
2575     10302 -31.6 302.2  4  87   2.0 1624
2576     10305 -31.6 302.1  4  88   2.0 1625
2577     10309 -31.7 301.9  4  88   2.0 1626
2578     10313 -31.7 301.7  4  89   2.0 1626
2579     10316 -31.7 301.6  4  89   2.0 1627
2580     10320 -31.7 301.4  4  90   2.0 1627
2581     10324 -31.7 301.3  4  91   2.0 1628
2582     10327 -31.8 301.1  4  92   2.0 1628
2583     10331 -31.8 301.0  4  93   1.9 1629
2584     10335 -31.8 300.8  4  95   1.9 1629
2585     10339 -31.8 300.6  4  96   1.9 1630
2586     10342 -31.9 300.5  4  98   1.9 1630
2587     10346 -31.9 300.3  4  99   1.9 1631
2588     10350 -31.9 300.2  4 101   1.9 1631
2589     10353 -32.0 300.0  4 103   1.9 1632
2590     10357 -32.0 299.9  4 105   1.9 1632
2591     10361 -32.0 299.7  4 107   1.9 1633
2592     10364 -32.0 299.6  4 109   1.9 1634
2593     10368 -32.0 299.4  4 111   1.9 1634
2594     10372 -32.1 299.2  4 113   1.9 1635
2595     10375 -32.1 299.1  4 115   1.9 1635
2596     10379 -32.1 298.9  4 117   1.9 1636
2597     10382 -32.2 298.8  4 119   1.9 1636
2598     10386 -32.2 298.6  4 121   1.9 1637
2599     10390 -32.2 298.5  4 124   1.9 1637
2600     10394 -32.2 298.3  4 126   1.9 1638
2601     10397 -32.3 298.2  4 128   1.9 1638
2602     10401 -32.3 298.0  4 130   1.9 1639
2603     10404 -32.3 297.9  4 132   1.9 1639
2604     10407 -32.3 297.7  4 134   1.9 1640
2605     10410 -32.3 297.6  4 136   1.9 1640
2606     10414 -32.3 297.5  4 138   1.9 1641
2607     10418 -32.4 297.3  4 140   1.9 1641
2608     10421 -32.4 297.1  4 142   2.0 1642
2609     10425 -32.4 297.0  4 144   2.0 1642
2610     10429 -32.4 296.8  4 146   2.0 1643
2611     10433 -32.4 296.7  4 148   2.0 1644
2612     10436 -32.4 296.5  4 149   2.0 1644
2613     10440 -32.5 296.4  4 151   2.0 1645
2614     10443 -32.5 296.2  4 152   2.0 1645
2615     10447 -32.6 296.1  4 154   2.0 1646
2616     10450 -32.6 295.9  4 155   2.0 1646
2617     10453 -32.6 295.8  4 156   2.0 1647
2618     10457 -32.6 295.7  4 157   2.1 1647
2619     10460 -32.6 295.5  4 159   2.1 1648
2620     10464 -32.6 295.4  4 160   2.1 1648
2621     10467 -32.6 295.2  4 161   2.1 1649
2622     10471 -32.7 295.1  4 161   2.1 1649
2623     10475 -32.7 294.9  4 162   2.1 1650
2624     10478 -32.7 294.8  4 163   2.1 1650
2625     10482 -32.8 294.6  4 164   2.1 1651
2626     10485 -32.8 294.5  4 165   2.1 1651
2627     10489 -32.8 294.3  4 165   2.1 1652
2628     10492 -32.9 294.2  4 166   2.2 1652
2629     10496 -32.9 294.0  4 166   2.2 1653
2630     10500 -32.9 293.9  4 167   2.2 1653
2631     10503 -32.9 293.7  4 167   2.2 1654
2632     10507 -33.0 293.6  4 168   2.2 1654
2633     10511 -33.0 293.4  4 168   2.2 1655
2634     10515 -33.1 293.2  4 168   2.2 1656
2635     10518 -33.1 293.1  4 169   2.2 1656
2636     10522 -33.1 292.9  4 169   2.2 1657
2637     10525 -33.1 292.8  4 169   2.2 1657
2638     10528 -33.2 292.7  4 170   2.2 1658
2639     10532 -33.2 292.5  4 170   2.2 1658
2640     10536 -33.2 292.4  4 170   2.2 1659
2641     10539 -33.2 292.2  4 170   2.2 1659
2642     10543 -33.3 292.0  4 170   2.2 1660
2643     10547 -33.3 291.9  4 171   2.2 1660
2644     10551 -33.3 291.7  4 171   2.2 1661
2645     10555 -33.3 291.6  4 171   2.2 1661
2646     10559 -33.4 291.4  4 171   2.1 1662
2647     10562 -33.4 291.3  4 171   2.1 1662
2648     10566 -33.4 291.1  4 171   2.1 1663
2649     10570 -33.4 290.9  4 171   2.1 1664
2650     10574 -33.5 290.8  4 171   2.1 1664
2651     10577 -33.5 290.6  4 171   2.1 1665
2652     10581 -33.6 290.5  4 171   2.1 1665
2653     10585 -33.6 290.3  4 171   2.1 1666
2654     10588 -33.6 290.2  4 171   2.1 1666
2655     10592 -33.6 290.0  4 171   2.1 1667
2656     10596 -33.6 289.9  4 171   2.1 1667
2657     10600 -33.7 289.7  4 171   2.1 1668
2658     10603 -33.7 289.6  4 171   2.1 1668
2659     10607 -33.7 289.4  4 171   2.0 1669
2660     10610 -33.8 289.3  4 171   2.0 1670
2661     10614 -33.8 289.1  4 171   2.0 1670
2662     10617 -33.8 289.0  4 171   2.0 1671
2663     10621 -33.8 288.8  4 171   2.0 1671
2664     10625 -33.9 288.6  4 171   2.1 1672
2665     10629 -33.9 288.5  4 171   2.1 1672
2666     10633 -34.0 288.3  4 171   2.1 1673
2667     10637 -34.0 288.2  4 171   2.1 1673
2668     10640 -34.0 288.0  4 171   2.1 1674
2669     10643 -34.0 287.9  4 171   2.1 1674
2670     10647 -34.1 287.8  4 171   2.1 1675
2671     10651 -34.1 287.6  4 171   2.1 1675
2672     10654 -34.1 287.4  4 171   2.1 1676
2673     10658 -34.1 287.3  4 171   2.1 1677
2674     10662 -34.2 287.1  4 171   2.1 1677
2675     10666 -34.2 287.0  4 171   2.1 1678
2676     10669 -34.2 286.8  4 170   2.1 1678
2677     10673 -34.2 286.7  4 170   2.1 1679
2678     10677 -34.3 286.5  4 170   2.1 1679
2679     10680 -34.3 286.4  4 169   2.0 1680
2680     10684 -34.4 286.2  4 169   2.0 1680
2681     10688 -34.4 286.1  4 168   2.0 1681
2682     10691 -34.4 285.9  4 167   2.0 1681
2683     10695 -34.4 285.8  4 166   2.0 1682
2684     10698 -34.5 285.6  4 165   2.0 1682
2685     10702 -34.5 285.5  4 164   1.9 1683
2686     10705 -34.5 285.4  4 162   1.9 1683
2687     10709 -34.5 285.2  4 161   1.9 1684
2688     10713 -34.5 285.1  4 159   1.9 1685
2689     10717 -34.6 284.9  4 157   1.9 1685
2690     10720 -34.6 284.7  4 155   1.9 1686
2691     10724 -34.6 284.6  4 152   1.9 1686
2692     10728 -34.6 284.4  4 150   1.9 1687
2693     10731 -34.6 284.3  4 147   1.9 1687
2694     10735 -34.6 284.2  4 145   1.9 1688
2695     10738 -34.6 284.0  4 142   1.9 1688
2696     10741 -34.5 283.9  3 139   1.9 1689
2697     10745 -34.5 283.7  3 137   1.9 1689
2698     10750 -34.5 283.6  3 134   2.0 1690
2699     10754 -34.5 283.4  3 132   2.0 1690
2700     10757 -34.5 283.2  3 130   2.0 1691
2701     10761 -34.5 283.1  3 127   2.1 1692
2702     10765 -34.6 282.9  3 125   2.1 1692
2703     10769 -34.6 282.8  3 124   2.2 1693
2704     10773 -34.6 282.6  3 122   2.2 1693
2705     10777 -34.7 282.4  3 121   2.3 1694
2706     10782 -34.7 282.3  3 119   2.3 1694
2707     10786 -34.7 282.1  3 118   2.4 1695
2708     10790 -34.7 281.9  3 117   2.4 1696
2709     10793 -34.7 281.8  3 116   2.5 1696
2710     10797 -34.8 281.6  3 115   2.6 1697
2711     10800 -34.8 281.5  3 114   2.6 1697
2712     10804 -34.8 281.3  3 113   2.7 1698
2713     10808 -34.8 281.2  3 113   2.7 1698
2714     10812 -34.9 281.0  3 112   2.8 1699
2715     10816 -34.9 280.9  3 112   2.9 1699
2716     10819 -34.9 280.7  3 112   2.9 1700
2717     10823 -35.0 280.6  3 111   3.0 1701
2718     10826 -35.0 280.4  3 111   3.1 1701
2719     10830 -35.0 280.3  3 111   3.1 1702
2720     10834 -35.1 280.1  3 110   3.2 1702
2721     10839 -35.1 280.0  3 110   3.2 1703
2722     10843 -35.1 279.8  3 110   3.3 1703
2723     10847 -35.2 279.6  3 110   3.4 1704
2724     10851 -35.2 279.5  3 110   3.4 1705
2725     10855 -35.2 279.3  3 110   3.5 1705
2726     10859 -35.3 279.1  3 110   3.6 1706
2727     10863 -35.3 279.0  3 110   3.6 1706
2728     10867 -35.3 278.8  3 109   3.7 1707
2729     10870 -35.4 278.7  3 109   3.7 1708
2730     10874 -35.4 278.5  3 109   3.8 1708
2731     10878 -35.4 278.4  3 109   3.9 1709
2732     10882 -35.4 278.2  3 109   3.9 1709
2733     10886 -35.4 278.1  3 109   4.0 1710
2734     10889 -35.5 277.9  3 109   4.0 1710
2735     10893 -35.5 277.8  3 109   4.0 1711
2736     10897 -35.5 277.6  3 109   4.1 1711
2737     10901 -35.6 277.5  3 108   4.1 1712
2738     10905 -35.6 277.3  3 108   4.2 1713
2739     10910 -35.7 277.1  3 108   4.2 1713
2740     10913 -35.7 277.0  3 108   4.2 1714
2741     10917 -35.8 276.8  3 108   4.2 1714
2742     10921 -35.8 276.7  3 108   4.3 1715
2743     10925 -35.8 276.5  3 108   4.3 1715
2744     10929 -35.8 276.4  3 107   4.3 1716
2745     10933 -35.7 276.2  3 107   4.3 1717
2746     10937 -35.7 276.0  3 107   4.3 1717
2747     10941 -35.8 275.9  3 107   4.4 1718
2748     10944 -35.8 275.7  3 107   4.4 1718
2749     10948 -35.8 275.6  3 107   4.4 1719
2750     10952 -35.9 275.4  3 106   4.4 1719
2751     10956 -35.9 275.3  3 106   4.4 1720
2752     10960 -35.9 275.1  3 106   4.4 1721
2753     10964 -36.0 275.0  3 106   4.4 1721
2754     10968 -36.0 274.8  3 106   4.4 1722
2755     10971 -36.0 274.7  3 105   4.5 1722
2756     10975 -36.1 274.5  3 105   4.5 1723
2757     10979 -36.1 274.3  3 105   4.5 1723
2758     10983 -36.2 274.2  3 105   4.5 1724
2759     10987 -36.2 274.1  3 105   4.5 1725
2760     10990 -36.2 273.9  3 105   4.5 1725
2761     10994 -36.3 273.8  3 104   4.5 1726
2762     10997 -36.3 273.6  3 104   4.6 1726
2763     11001 -36.4 273.5  3 104   4.6 1727
2764     11005 -36.4 273.3  3 104   4.6 1727
2765     11009 -36.4 273.2  3 104   4.6 1728
2766     11012 -36.5 273.0  3 104   4.6 1728
2767     11016 -36.5 272.9  3 104   4.6 1729
2768     11020 -36.5 272.7  3 104   4.6 1730
2769     11024 -36.6 272.6  3 103   4.6 1730
2770     11028 -36.6 272.4  3 103   4.7 1731
2771     11031 -36.7 272.3  3 103   4.7 1731
2772     11035 -36.7 272.2  3 103   4.7 1732
2773     11039 -36.7 272.0  3 103   4.7 1732
2774     11042 -36.7 271.9  3 103   4.7 1733
2775     11046 -36.8 271.7  3 103   4.7 1733
2776     11050 -36.8 271.6  3 103   4.7 1734
2777     11054 -36.8 271.4  3 103   4.7 1735
2778     11058 -36.9 271.3  3 102   4.7 1735
2779     11062 -36.9 271.1  3 102   4.7 1736
2780     11065 -36.9 271.0  3 102   4.7 1736
2781     11069 -36.9 270.8  3 102   4.7 1737
2782     11073 -37.0 270.7  3 102   4.7 1737
2783     11077 -37.0 270.5  3 102   4.7 1738
2784     11081 -37.0 270.4  3 102   4.7 1738
2785     11085 -37.1 270.2  3 101   4.7 1739
2786     11089 -37.1 270.1  3 101   4.7 1740
2787     11092 -37.1 269.9  3 101   4.7 1740
2788     11096 -37.1 269.8  3 101   4.7 1741
2789     11100 -37.2 269.6  3 101   4.7 1741
2790     11103 -37.2 269.5  3 100   4.7 1742
2791     11107 -37.2 269.3  3 100   4.7 1742
2792     11111 -37.3 269.2  3 100   4.8 1743
2793     11115 -37.3 269.0  3 100   4.8 1743
2794     11119 -37.3 268.9  3  99   4.8 1744
2795     11122 -37.4 268.7  3  99   4.8 1745
2796     11126 -37.4 268.6  3  99   4.8 1745
2797     11130 -37.4 268.5  3  99   4.9 1746
2798     11134 -37.4 268.3  3  99   4.9 1746
2799     11138 -37.5 268.1  3  98   4.9 1747
2800     11142 -37.5 268.0  3  98   5.0 1747
2801     11146 -37.5 267.8  3  98   5.0 1748
2802     11149 -37.6 267.7  3  98   5.0 1749
2803     11153 -37.6 267.5  3  98   5.1 1749
2804     11157 -37.6 267.4  3  98   5.1 1750
2805     11161 -37.7 267.3  3  97   5.1 1750
2806     11164 -37.7 267.1  3  97   5.2 1751
2807     11168 -37.7 267.0  3  97   5.2 1751
2808     11172 -37.7 266.8  3  97   5.3 1752
2809     11176 -37.8 266.7  3  97   5.3 1752
2810     11180 -37.8 266.5  3  97   5.3 1753
2811     11184 -37.9 266.3  3  97   5.4 1754
2812     11188 -37.9 266.2  3  97   5.4 1754
2813     11192 -38.0 266.0  3  97   5.4 1755
2814     11195 -38.0 265.9  3  97   5.5 1755
2815     11199 -38.0 265.8  3  97   5.5 1756
2816     11202 -38.1 265.6  3  97   5.5 1756
2817     11206 -38.1 265.5  3  97   5.5 1757
2818     11210 -38.1 265.3  3  97   5.6 1757
2819     11214 -38.2 265.2  3  97   5.6 1758
2820     11218 -38.2 265.0  3  97   5.6 1759
2821     11222 -38.2 264.9  3  97   5.6 1759
2822     11225 -38.2 264.8  3  97   5.6 1760
2823     11229 -38.3 264.6  3  97   5.6 1760
2824     11233 -38.3 264.5  3  97   5.6 1761
2825     11236 -38.4 264.3  3  97   5.7 1761
2826     11240 -38.4 264.2  3  97   5.7 1762
2827     11244 -38.4 264.0  3  96   5.7 1762
2828     11247 -38.5 263.9  3  96   5.7 1763
2829     11251 -38.5 263.8  3  96   5.7 1764
2830     11255 -38.5 263.6  3  96   5.7 1764
2831     11259 -38.5 263.5  3  96   5.7 1765
2832     11262 -38.5 263.3  3  96   5.7 1765
2833     11266 -38.6 263.2  3  96   5.7 1766
2834     11270 -38.6 263.0  3  96   5.6 1766
2835     11273 -38.6 262.9  3  96   5.6 1767
2836     11277 -38.7 262.8  3  96   5.6 1767
2837     11281 -38.7 262.6  3  96   5.6 1768
2838     11285 -38.8 262.5  3  96   5.6 1769
2839     11288 -38.8 262.3  3  96   5.6 1769
2840     11292 -38.8 262.2  3  95   5.6 1770
2841     11296 -38.9 262.1  3  95   5.6 1770
2842     11299 -38.9 261.9  3  95   5.6 1771
2843     11303 -38.9 261.8  3  95   5.5 1771
2844     11307 -39.0 261.6  3  95   5.5 1772
2845     11311 -39.0 261.5  3  95   5.5 1772
2846     11315 -39.1 261.3  3  95   5.5 1773
2847     11319 -39.1 261.2  4  95   5.5 1774
2848     11323 -39.1 261.0  4  95   5.5 1774
2849     11327 -39.2 260.9  4  95   5.5 1775
2850     11331 -39.2 260.7  4  95   5.4 1775
2851     11334 -39.2 260.6  4  94   5.4 1776
2852     11338 -39.3 260.4  4  94   5.4 1776
2853     11342 -39.3 260.3  4  94   5.4 1777
2854     11346 -39.3 260.1  3  94   5.4 1778
2855     11350 -39.4 260.0  3  94   5.4 1778
2856     11353 -39.4 259.9  3  94   5.3 1779
2857     11357 -39.5 259.7  3  94   5.3 1779
2858     11361 -39.5 259.6  3  94   5.3 1780
2859     11365 -39.5 259.4  3  94   5.3 1780
2860     11369 -39.6 259.3  3  93   5.3 1781
2861     11372 -39.6 259.1  3  93   5.3 1781
2862     11376 -39.7 259.0  3  93   5.3 1782
2863     11380 -39.7 258.8  3  93   5.3 1783
2864     11384 -39.7 258.7  4  93   5.3 1783
2865     11388 -39.8 258.5  4  93   5.3 1784
2866     11392 -39.8 258.4  4  93   5.3 1784
2867     11396 -39.8 258.2  4  92   5.3 1785
2868     11400 -39.9 258.1  4  92   5.3 1786
2869     11404 -39.9 257.9  4  92   5.3 1786
2870     11407 -40.0 257.8  4  92   5.3 1787
2871     11411 -40.0 257.7  4  92   5.3 1787
2872     11415 -40.0 257.5  4  92   5.3 1788
2873     11418 -40.0 257.4  4  92   5.3 1788
2874     11422 -40.1 257.2  4  92   5.3 1789
2875     11426 -40.1 257.1  4  91   5.3 1789
2876     11430 -40.2 256.9  4  91   5.3 1790
2877     11434 -40.2 256.8  4  91   5.3 1791
2878     11437 -40.2 256.7  4  91   5.3 1791
2879     11441 -40.2 256.5  4  91   5.3 1792
2880     11445 -40.3 256.4  4  91   5.3 1792
2881     11449 -40.3 256.2  4  91   5.3 1793
2882     11453 -40.3 256.1  4  91   5.3 1793
2883     11457 -40.3 255.9  4  91   5.3 1794
2884     11461 -40.4 255.8  4  91   5.3 1795
2885     11464 -40.4 255.7  4  91   5.3 1795
2886     11468 -40.5 255.5  4  91   5.3 1796
2887     11472 -40.5 255.4  4  91   5.2 1796
2888     11475 -40.6 255.3  4  91   5.2 1797
2889     11479 -40.6 255.1  4  91   5.2 1797
2890     11483 -40.6 255.0  4  91   5.2 1798
2891     11486 -40.6 254.8  4  91   5.2 1798
2892     11490 -40.7 254.7  4  91   5.2 1799
2893     11494 -40.7 254.5  4  91   5.2 1800
2894     11498 -40.8 254.4  4  91   5.2 1800
2895     11502 -40.8 254.3  4  91   5.2 1801
2896     11506 -40.8 254.1  4  91   5.2 1801
2897     11510 -40.8 254.0  4  91   5.2 1802
2898     11513 -40.9 253.8  4  91   5.2 1802
2899     11517 -40.9 253.7  4  91   5.2 1803
2900     11521 -41.0 253.6  4  91   5.1 1803
2901     11525 -41.0 253.4  4  91   5.1 1804
2902     11529 -41.1 253.3  4  91   5.1 1805
2903     11532 -41.1 253.1  4  91   5.1 1805
2904     11536 -41.2 253.0  4  91   5.1 1806
2905     11540 -41.2 252.8  4  91   5.1 1806
2906     11544 -41.3 252.7  4  91   5.1 1807
2907     11547 -41.3 252.6  4  91   5.1 1807
2908     11551 -41.3 252.4  4  91   5.1 1808
2909     11555 -41.4 252.3  4  91   5.1 1808
2910     11558 -41.4 252.2  4  91   5.0 1809
2911     11562 -41.4 252.0  4  91   5.0 1810
2912     11566 -41.4 251.9  4  92   5.0 1810
2913     11570 -41.5 251.7  4  92   5.0 1811
2914     11573 -41.5 251.6  4  92   5.0 1811
2915     11577 -41.5 251.5  4  92   5.0 1812
2916     11581 -41.5 251.3  4  92   5.0 1812
2917     11585 -41.6 251.2  4  92   5.0 1813
2918     11589 -41.6 251.0  4  92   4.9 1813
2919     11593 -41.7 250.9  4  92   4.9 1814
2920     11596 -41.7 250.7  4  93   4.9 1815
2921     11600 -41.8 250.6  4  93   4.9 1815
2922     11604 -41.8 250.5  4  93   4.9 1816
2923     11608 -41.9 250.3  4  93   4.9 1816
2924     11612 -41.9 250.2  4  93   4.9 1817
2925     11615 -41.9 250.0  4  93   4.8 1817
2926     11619 -41.9 249.9  4  93   4.8 1818
2927     11623 -42.0 249.7  4  94   4.8 1819
2928     11627 -42.0 249.6  4  94   4.8 1819
2929     11631 -42.1 249.5  4  94   4.8 1820
2930     11635 -42.1 249.3  4  94   4.8 1820
2931     11639 -42.1 249.2  4  94   4.8 1821
2932     11642 -42.1 249.1  4  94   4.7 1821
2933     11646 -42.2 248.9  4  94   4.7 1822
2934     11650 -42.2 248.8  4  94   4.7 1822
2935     11653 -42.2 248.6  4  94   4.7 1823
2936     11657 -42.3 248.5  5  94   4.7 1824
2937     11661 -42.3 248.4  5  94   4.6 1824
2938     11665 -42.4 248.2  5  94   4.6 1825
2939     11669 -42.4 248.1  5  94   4.6 1825
2940     11672 -42.4 247.9  5  94   4.6 1826
2941     11676 -42.5 247.8  5  94   4.5 1826
2942     11680 -42.5 247.7  5  94   4.5 1827
2943     11684 -42.5 247.5  5  94   4.5 1828
2944     11688 -42.5 247.4  5  93   4.5 1828
2945     11692 -42.5 247.2  5  93   4.4 1829
2946     11695 -42.6 247.1  5  93   4.4 1829
2947     11699 -42.6 247.0  5  93   4.4 1830
2948     11703 -42.6 246.8  5  93   4.4 1830
2949     11706 -42.7 246.7  5  93   4.3 1831
2950     11710 -42.7 246.6  5  93   4.3 1831
2951     11714 -42.8 246.4  5  93   4.3 1832
2952     11719 -42.8 246.2  5  93   4.2 1833
2953     11723 -42.9 246.1  5  93   4.2 1833
2954     11726 -42.9 246.0  5  93   4.2 1834
2955     11730 -42.9 245.8  5  93   4.1 1834
2956     11733 -42.9 245.7  5  93   4.1 1835
2957     11737 -43.0 245.6  5  93   4.1 1835
2958     11740 -43.0 245.5  5  93   4.0 1836
2959     11744 -43.0 245.3  5  93   4.0 1836
2960     11748 -43.0 245.2  5  93   4.0 1837
2961     11751 -43.1 245.1  5  93   3.9 1837
2962     11755 -43.1 244.9  5  93   3.9 1838
2963     11758 -43.1 244.8  5  94   3.9 1838
2964     11762 -43.1 244.7  5  94   3.8 1839
2965     11765 -43.2 244.5  5  94   3.8 1840
2966     11769 -43.2 244.4  5  94   3.7 1840
2967     11773 -43.2 244.3  5  94   3.7 1841
2968     11776 -43.3 244.1  5  94   3.7 1841
2969     11780 -43.3 244.0  5  94   3.6 1842
2970     11784 -43.3 243.9  5  94   3.6 1842
2971     11788 -43.4 243.7  5  94   3.5 1843
2972     11791 -43.4 243.6  5  93   3.5 1843
2973     11795 -43.4 243.5  5  93   3.4 1844
2974     11798 -43.5 243.3  5  93   3.3 1844
2975     11802 -43.5 243.2  5  93   3.3 1845
2976     11805 -43.5 243.1  5  92   3.2 1845
2977     11809 -43.5 243.0  5  91   3.2 1846
2978     11812 -43.6 242.8  5  91   3.1 1847
2979     11816 -43.6 242.7  5  90   3.0 1847
2980     11819 -43.7 242.6  5  89   3.0 1848
2981     11823 -43.7 242.5  5  88   2.9 1848
2982     11826 -43.7 242.3  5  87   2.9 1849
2983     11830 -43.8 242.2  5  86   2.8 1849
2984     11834 -43.8 242.1  5  84   2.7 1850
2985     11838 -43.8 241.9  5  83   2.7 1850
2986     11842 -43.8 241.8  5  81   2.6 1851
2987     11845 -43.8 241.7  5  79   2.6 1851
2988     11849 -43.8 241.5  5  77   2.6 1852
2989     11853 -43.9 241.4  4  75   2.5 1853
2990     11857 -43.9 241.2  4  73   2.5 1853
2991     11861 -43.9 241.1  4  71   2.5 1854
2992     11864 -43.9 241.0  4  69   2.4 1854
2993     11868 -43.9 240.8  4  67   2.4 1855
2994     11872 -43.9 240.7  4  65   2.4 1855
2995     11875 -44.0 240.6  4  63   2.4 1856
2996     11879 -44.0 240.4  4  61   2.4 1856
2997     11883 -44.0 240.3  4  59   2.4 1857
2998     11887 -44.0 240.2  4  57   2.4 1857
2999     11890 -44.1 240.0  4  56   2.5 1858
3000     11893 -44.1 239.9  4  54   2.5 1858
3001     11897 -44.1 239.8  4  53   2.5 1859
3002     11900 -44.1 239.7  4  51   2.5 1859
3003     11904 -44.1 239.5  4  50   2.5 1860
3004     11908 -44.1 239.4  4  49   2.6 1861
3005     11911 -44.1 239.3  3  48   2.6 1861
3006     11915 -44.1 239.2  3  47   2.6 1862
3007     11919 -44.1 239.0  3  47   2.7 1862
3008     11923 -44.1 238.9  3  46   2.7 1863
3009     11926 -44.1 238.8  3  45   2.7 1863
3010     11930 -44.1 238.6  3  45   2.8 1864
3011     11934 -44.1 238.5  3  44   2.8 1864
3012     11937 -44.1 238.4  3  44   2.8 1865
3013     11941 -44.2 238.2  3  44   2.8 1865
3014     11945 -44.2 238.1  3  43   2.9 1866
3015     11949 -44.2 238.0  3  43   2.9 1866
3016     11953 -44.3 237.8  3  43   2.9 1867
3017     11956 -44.3 237.7  3  43   3.0 1868
3018     11960 -44.3 237.6  3  43   3.0 1868
3019     11963 -44.4 237.4  3  42   3.0 1869
3020     11967 -44.4 237.3  3  42   3.0 1869
3021     11971 -44.4 237.2  3  42   3.1 1870
3022     11975 -44.4 237.0  3  42   3.1 1870
3023     11979 -44.4 236.9  3  42   3.1 1871
3024     11982 -44.5 236.8  3  42   3.1 1871
3025     11985 -44.5 236.7  3  42   3.1 1872
3026     11989 -44.5 236.5  3  42   3.1 1872
3027     11992 -44.5 236.4  3  42   3.2 1873
3028     11996 -44.5 236.3  3  42   3.2 1873
3029     11999 -44.5 236.2  3  42   3.2 1874
3030     12003 -44.6 236.0  3  42   3.2 1874
3031     12007 -44.6 235.9  3  42   3.2 1875
3032     12011 -44.6 235.8  3  42   3.2 1876
3033     12014 -44.6 235.6  3  42   3.2 1876
3034     12018 -44.6 235.5  3  42   3.2 1877
3035     12021 -44.7 235.4  3  42   3.2 1877
3036     12025 -44.7 235.3  3  41   3.2 1878
3037     12029 -44.7 235.1  3  41   3.2 1878
3038     12033 -44.8 235.0  3  41   3.2 1879
3039     12036 -44.8 234.9  3  41   3.2 1879
3040     12040 -44.8 234.7  3  41   3.2 1880
3041     12044 -44.8 234.6  3  41   3.2 1880
