
    Sonde serial number                          	M4643053
    Sonde type                                   	RS92-SGP
    Release point longitude                      	73.83�E
    Release point latitude                       	19.90�N
    Release point height from sea level          	1151 m
    Balloon release date and time                	2022-03-28T14:31:19

   n HeightMSL  Temp     P RH Dir Speed  MRI
             m    �C    mb  %   �   m/s     
1692      7226  -6.9 456.9  2  95   6.6 1178
1693      7230  -6.9 456.7  2  95   6.5 1178
1694      7233  -7.0 456.5  2  95   6.5 1179
1695      7237  -7.0 456.3  2  95   6.5 1179
1696      7240  -7.0 456.1  2  95   6.5 1180
1697      7244  -7.0 455.9  2  95   6.6 1180
1698      7247  -7.0 455.7  2  95   6.6 1181
1699      7250  -7.1 455.5  2  96   6.6 1181
1700      7254  -7.1 455.3  2  96   6.6 1182
1701      7257  -7.1 455.1  2  96   6.6 1182
1702      7260  -7.1 454.9  2  96   6.6 1183
1703      7264  -7.2 454.7  2  97   6.7 1183
1704      7267  -7.2 454.5  2  97   6.7 1184
1705      7271  -7.2 454.3  2  97   6.7 1184
1706      7274  -7.2 454.1  2  98   6.7 1185
1707      7277  -7.2 453.9  2  98   6.8 1185
1708      7281  -7.3 453.7  2  99   6.8 1186
1709      7284  -7.3 453.5  1  99   6.8 1186
1710      7287  -7.3 453.3  1  99   6.8 1187
1711      7291  -7.3 453.1  1 100   6.9 1187
1712      7294  -7.3 452.9  1 100   6.9 1188
1713      7298  -7.4 452.7  1 100   6.9 1188
1714      7301  -7.4 452.6  1 101   6.9 1189
1715      7304  -7.4 452.4  1 101   7.0 1189
1716      7308  -7.4 452.2  1 101   7.0 1189
1717      7311  -7.4 452.0  1 102   7.0 1190
1718      7314  -7.4 451.8  1 102   7.0 1190
1719      7318  -7.5 451.6  1 102   7.0 1191
1720      7321  -7.5 451.4  1 102   7.1 1191
1721      7324  -7.5 451.2  1 102   7.1 1192
1722      7328  -7.5 451.0  1 103   7.1 1192
1723      7331  -7.5 450.8  1 103   7.1 1193
1724      7334  -7.5 450.6  1 103   7.1 1193
1725      7337  -7.5 450.5  1 103   7.1 1194
1726      7341  -7.6 450.3  1 103   7.1 1194
1727      7344  -7.6 450.1  1 103   7.2 1195
1728      7348  -7.6 449.9  1 103   7.2 1195
1729      7351  -7.6 449.7  1 103   7.2 1196
1730      7354  -7.7 449.5  1 103   7.2 1196
1731      7357  -7.7 449.3  1 103   7.2 1197
1732      7360  -7.7 449.1  1 103   7.2 1197
1733      7363  -7.7 448.9  1 103   7.2 1197
1734      7367  -7.7 448.7  1 103   7.2 1198
1735      7370  -7.7 448.5  1 103   7.3 1198
1736      7373  -7.8 448.4  1 103   7.3 1199
1737      7376  -7.8 448.2  1 103   7.3 1199
1738      7380  -7.8 448.0  1 103   7.3 1200
1739      7383  -7.8 447.8  1 103   7.3 1200
1740      7386  -7.9 447.6  1 103   7.3 1201
1741      7390  -7.9 447.4  1 103   7.3 1201
1742      7393  -7.9 447.2  1 103   7.3 1202
1743      7396  -7.9 447.0  1 103   7.3 1202
1744      7399  -7.9 446.9  1 103   7.3 1203
1745      7403  -8.0 446.7  1 103   7.3 1203
1746      7406  -8.0 446.5  1 103   7.3 1203
1747      7409  -8.0 446.3  1 103   7.4 1204
1748      7412  -8.0 446.1  1 102   7.4 1204
1749      7415  -8.0 446.0  1 102   7.4 1205
1750      7419  -8.1 445.8  1 102   7.4 1205
1751      7422  -8.1 445.6  1 102   7.4 1206
1752      7425  -8.1 445.4  1 102   7.4 1206
1753      7428  -8.2 445.2  1 102   7.4 1207
1754      7431  -8.2 445.0  1 102   7.4 1207
1755      7434  -8.2 444.9  1 101   7.4 1208
1756      7437  -8.2 444.7  1 101   7.4 1208
1757      7441  -8.3 444.5  1 101   7.4 1209
1758      7444  -8.3 444.3  1 101   7.5 1209
1759      7448  -8.3 444.1  1 101   7.5 1210
1760      7451  -8.3 443.9  1 100   7.5 1210
1761      7454  -8.3 443.7  1 100   7.5 1210
1762      7457  -8.3 443.5  1 100   7.5 1211
1763      7461  -8.4 443.3  1  99   7.5 1211
1764      7464  -8.4 443.1  1  99   7.5 1212
1765      7468  -8.4 442.9  1  99   7.5 1212
1766      7471  -8.4 442.7  1  98   7.6 1213
1767      7475  -8.4 442.6  1  98   7.6 1213
1768      7478  -8.4 442.4  1  98   7.6 1214
1769      7481  -8.4 442.2  1  97   7.6 1214
1770      7485  -8.5 442.0  1  97   7.6 1215
1771      7488  -8.5 441.8  1  96   7.6 1215
1772      7492  -8.5 441.6  1  96   7.6 1216
1773      7496  -8.5 441.4  1  95   7.7 1216
1774      7499  -8.6 441.2  1  95   7.7 1217
1775      7502  -8.6 441.0  1  94   7.7 1217
1776      7506  -8.6 440.8  1  93   7.7 1218
1777      7509  -8.6 440.6  1  93   7.7 1218
1778      7512  -8.6 440.4  1  92   7.8 1219
1779      7515  -8.7 440.2  1  92   7.8 1219
1780      7518  -8.7 440.1  1  91   7.8 1220
1781      7522  -8.7 439.9  1  90   7.8 1220
1782      7525  -8.7 439.7  1  90   7.8 1221
1783      7528  -8.7 439.5  1  89   7.9 1221
1784      7532  -8.7 439.3  1  89   7.9 1221
1785      7535  -8.8 439.1  1  88   7.9 1222
1786      7538  -8.8 438.9  1  87   7.9 1222
1787      7542  -8.8 438.7  1  87   8.0 1223
1788      7545  -8.8 438.5  1  86   8.0 1223
1789      7549  -8.8 438.3  1  86   8.0 1224
1790      7553  -8.9 438.1  1  85   8.0 1225
1791      7557  -8.9 437.9  1  85   8.1 1225
1792      7561  -8.9 437.6  1  84   8.1 1226
1793      7565  -8.9 437.4  1  84   8.1 1226
1794      7568  -8.9 437.2  1  83   8.1 1227
1795      7572  -8.9 437.0  1  83   8.2 1227
1796      7575  -9.0 436.8  1  83   8.2 1228
1797      7578  -9.0 436.7  2  82   8.2 1228
1798      7582  -9.0 436.5  2  82   8.2 1229
1799      7585  -9.1 436.3  2  82   8.3 1229
1800      7588  -9.1 436.1  2  81   8.3 1230
1801      7591  -9.1 435.9  2  81   8.3 1230
1802      7595  -9.1 435.7  2  81   8.3 1231
1803      7598  -9.2 435.5  2  80   8.3 1231
1804      7601  -9.2 435.4  2  80   8.4 1232
1805      7604  -9.2 435.2  2  80   8.4 1232
1806      7607  -9.2 435.0  2  80   8.4 1232
1807      7610  -9.3 434.9  2  80   8.4 1233
1808      7614  -9.3 434.7  2  79   8.4 1233
1809      7618  -9.3 434.5  2  79   8.4 1234
1810      7621  -9.4 434.2  2  79   8.5 1234
1811      7625  -9.4 434.0  2  79   8.5 1235
1812      7628  -9.4 433.8  2  79   8.5 1235
1813      7632  -9.5 433.6  2  78   8.5 1236
1814      7635  -9.5 433.5  2  78   8.5 1236
1815      7638  -9.5 433.3  2  78   8.5 1237
1816      7642  -9.6 433.1  2  78   8.5 1237
1817      7646  -9.6 432.9  2  78   8.6 1238
1818      7650  -9.6 432.6  2  77   8.6 1239
1819      7653  -9.7 432.4  2  77   8.6 1239
1820      7657  -9.7 432.3  2  77   8.6 1240
1821      7660  -9.7 432.1  2  77   8.6 1240
1822      7663  -9.7 431.9  2  76   8.6 1240
1823      7667  -9.8 431.7  2  76   8.6 1241
1824      7670  -9.8 431.5  2  76   8.6 1241
1825      7674  -9.9 431.3  2  75   8.7 1242
1826      7678  -9.9 431.1  2  75   8.7 1243
1827      7681  -9.9 430.9  2  75   8.7 1243
1828      7684 -10.0 430.7  2  74   8.7 1244
1829      7687 -10.0 430.5  2  74   8.7 1244
1830      7691 -10.0 430.3  2  74   8.7 1245
1831      7695 -10.1 430.1  2  73   8.7 1245
1832      7698 -10.1 429.9  2  73   8.7 1246
1833      7701 -10.1 429.8  2  73   8.7 1246
1834      7705 -10.1 429.6  2  72   8.8 1246
1835      7708 -10.2 429.4  2  72   8.8 1247
1836      7712 -10.2 429.2  2  72   8.8 1248
1837      7715 -10.2 429.0  2  71   8.8 1248
1838      7718 -10.3 428.8  2  71   8.8 1248
1839      7722 -10.3 428.6  2  71   8.8 1249
1840      7725 -10.3 428.4  2  70   8.8 1249
1841      7729 -10.3 428.2  2  70   8.8 1250
1842      7732 -10.4 428.0  2  70   8.8 1250
1843      7736 -10.4 427.8  2  70   8.8 1251
1844      7739 -10.4 427.6  2  69   8.8 1251
1845      7743 -10.4 427.5  2  69   8.8 1252
1846      7746 -10.5 427.3  2  69   8.8 1252
1847      7749 -10.5 427.1  2  69   8.8 1253
1848      7753 -10.6 426.9  2  69   8.8 1253
1849      7756 -10.6 426.7  2  69   8.7 1254
1850      7759 -10.6 426.5  2  69   8.7 1254
1851      7763 -10.6 426.3  2  68   8.7 1255
1852      7766 -10.7 426.2  2  68   8.7 1255
1853      7769 -10.7 426.0  2  68   8.7 1256
1854      7773 -10.7 425.8  2  68   8.7 1256
1855      7776 -10.7 425.6  2  68   8.6 1257
1856      7779 -10.7 425.4  2  68   8.6 1257
1857      7783 -10.7 425.2  2  69   8.6 1258
1858      7786 -10.8 425.1  2  69   8.6 1258
1859      7789 -10.8 424.9  2  69   8.5 1259
1860      7792 -10.8 424.7  2  69   8.5 1259
1861      7795 -10.8 424.5  2  69   8.5 1260
1862      7798 -10.8 424.4  2  69   8.5 1260
1863      7802 -10.9 424.2  2  69   8.4 1260
1864      7805 -10.9 424.0  2  69   8.4 1261
1865      7808 -10.9 423.8  2  70   8.4 1261
1866      7812 -10.9 423.6  2  70   8.3 1262
1867      7815 -11.0 423.4  2  70   8.3 1262
1868      7819 -11.0 423.2  2  70   8.3 1263
1869      7822 -11.0 423.1  2  70   8.2 1263
1870      7825 -11.1 422.9  2  71   8.2 1264
1871      7829 -11.1 422.7  2  71   8.2 1264
1872      7832 -11.1 422.5  2  71   8.1 1265
1873      7835 -11.1 422.3  2  71   8.1 1265
1874      7839 -11.2 422.1  2  71   8.1 1266
1875      7842 -11.2 422.0  2  72   8.0 1266
1876      7845 -11.2 421.8  2  72   8.0 1267
1877      7849 -11.2 421.6  2  72   8.0 1267
1878      7852 -11.3 421.4  2  72   8.0 1268
1879      7856 -11.3 421.2  2  73   7.9 1268
1880      7859 -11.3 421.0  2  73   7.9 1269
1881      7863 -11.3 420.8  2  73   7.8 1269
1882      7866 -11.4 420.7  2  73   7.8 1270
1883      7869 -11.4 420.5  2  73   7.8 1270
1884      7872 -11.4 420.3  2  73   7.7 1271
1885      7876 -11.4 420.1  2  73   7.7 1271
1886      7879 -11.4 419.9  2  74   7.7 1272
1887      7882 -11.5 419.8  2  74   7.6 1272
1888      7885 -11.5 419.6  2  74   7.6 1273
1889      7889 -11.5 419.4  2  74   7.6 1273
1890      7892 -11.5 419.2  2  74   7.5 1274
1891      7895 -11.6 419.0  2  74   7.5 1274
1892      7899 -11.6 418.9  2  74   7.5 1274
1893      7902 -11.6 418.7  2  74   7.4 1275
1894      7905 -11.6 418.5  2  74   7.4 1275
1895      7908 -11.6 418.3  2  73   7.4 1276
1896      7912 -11.6 418.1  2  73   7.3 1276
1897      7915 -11.7 418.0  2  73   7.3 1277
1898      7919 -11.7 417.8  2  73   7.3 1277
1899      7922 -11.7 417.6  2  73   7.3 1278
1900      7926 -11.7 417.4  2  73   7.3 1278
1901      7929 -11.7 417.2  2  72   7.2 1279
1902      7932 -11.7 417.0  2  72   7.2 1279
1903      7935 -11.7 416.9  2  72   7.2 1280
1904      7939 -11.7 416.7  2  72   7.2 1280
1905      7942 -11.8 416.5  2  72   7.2 1281
1906      7946 -11.8 416.3  2  71   7.2 1281
1907      7949 -11.8 416.1  2  71   7.2 1282
1908      7953 -11.8 415.9  2  71   7.2 1282
1909      7956 -11.9 415.7  2  71   7.2 1283
1910      7959 -11.9 415.6  2  71   7.2 1283
1911      7962 -11.9 415.4  2  70   7.2 1284
1912      7965 -12.0 415.2  2  70   7.2 1284
1913      7968 -12.0 415.0  2  70   7.2 1284
1914      7972 -12.0 414.9  2  70   7.2 1285
1915      7975 -12.0 414.7  2  70   7.2 1285
1916      7978 -12.1 414.5  2  70   7.3 1286
1917      7982 -12.1 414.3  2  69   7.3 1286
1918      7985 -12.1 414.1  2  69   7.3 1287
1919      7989 -12.2 414.0  2  69   7.3 1287
1920      7992 -12.2 413.8  2  69   7.3 1288
1921      7995 -12.2 413.6  2  69   7.3 1288
1922      7998 -12.2 413.4  2  69   7.3 1289
1923      8001 -12.3 413.3  2  69   7.3 1289
1924      8005 -12.3 413.1  2  69   7.4 1290
1925      8008 -12.3 412.9  2  68   7.4 1290
1926      8011 -12.4 412.7  2  68   7.4 1291
1927      8015 -12.4 412.5  2  68   7.4 1291
1928      8018 -12.4 412.3  2  68   7.4 1292
1929      8022 -12.5 412.2  2  68   7.4 1292
1930      8025 -12.5 412.0  2  68   7.4 1293
1931      8028 -12.5 411.8  2  68   7.4 1293
1932      8032 -12.6 411.6  2  68   7.4 1294
1933      8035 -12.6 411.5  2  68   7.4 1294
1934      8038 -12.6 411.3  2  68   7.5 1295
1935      8042 -12.7 411.1  2  68   7.5 1295
1936      8045 -12.7 410.9  2  68   7.5 1296
1937      8049 -12.7 410.7  2  68   7.5 1296
1938      8052 -12.8 410.5  2  68   7.5 1297
1939      8055 -12.8 410.4  2  68   7.5 1297
1940      8058 -12.8 410.2  2  68   7.5 1298
1941      8061 -12.8 410.0  2  68   7.5 1298
1942      8065 -12.9 409.8  2  68   7.5 1298
1943      8069 -12.9 409.6  2  68   7.5 1299
1944      8072 -12.9 409.4  2  68   7.5 1300
1945      8076 -13.0 409.3  2  68   7.4 1300
1946      8079 -13.0 409.1  2  68   7.4 1301
1947      8082 -13.0 408.9  2  68   7.4 1301
1948      8085 -13.0 408.7  2  68   7.4 1301
1949      8088 -13.1 408.6  2  68   7.4 1302
1950      8091 -13.1 408.4  2  68   7.4 1302
1951      8095 -13.1 408.2  2  68   7.4 1303
1952      8098 -13.2 408.1  2  68   7.4 1303
1953      8101 -13.2 407.9  2  68   7.4 1304
1954      8104 -13.2 407.7  2  68   7.4 1304
1955      8108 -13.3 407.5  2  69   7.4 1305
1956      8112 -13.3 407.3  2  69   7.3 1305
1957      8115 -13.3 407.1  2  69   7.3 1306
1958      8118 -13.3 407.0  2  69   7.3 1306
1959      8122 -13.4 406.8  2  69   7.3 1307
1960      8125 -13.4 406.6  2  69   7.3 1307
1961      8129 -13.4 406.4  2  69   7.3 1308
1962      8133 -13.5 406.2  2  69   7.3 1308
1963      8137 -13.5 406.0  2  69   7.3 1309
1964      8140 -13.5 405.8  2  69   7.3 1309
1965      8143 -13.6 405.6  2  70   7.3 1310
1966      8146 -13.6 405.5  2  70   7.3 1310
1967      8150 -13.6 405.3  2  70   7.3 1311
1968      8153 -13.7 405.1  2  70   7.3 1311
1969      8157 -13.7 404.9  2  70   7.3 1312
1970      8160 -13.7 404.7  2  70   7.3 1312
1971      8163 -13.8 404.6  2  70   7.3 1313
1972      8167 -13.8 404.4  2  71   7.3 1313
1973      8170 -13.8 404.2  2  71   7.3 1314
1974      8173 -13.9 404.0  2  71   7.3 1314
1975      8176 -13.9 403.9  2  71   7.3 1315
1976      8180 -13.9 403.7  2  71   7.3 1315
1977      8183 -14.0 403.5  2  72   7.3 1316
1978      8187 -14.0 403.3  2  72   7.3 1316
1979      8190 -14.0 403.2  2  72   7.3 1317
1980      8193 -14.0 403.0  2  72   7.3 1317
1981      8196 -14.1 402.8  2  73   7.3 1318
1982      8200 -14.1 402.6  2  73   7.3 1318
1983      8203 -14.2 402.5  2  73   7.3 1319
1984      8206 -14.2 402.3  2  74   7.3 1319
1985      8210 -14.2 402.1  2  74   7.2 1320
1986      8213 -14.2 401.9  2  75   7.2 1320
1987      8216 -14.2 401.7  2  75   7.2 1321
1988      8220 -14.3 401.6  2  75   7.2 1321
1989      8223 -14.3 401.4  2  76   7.1 1321
1990      8226 -14.3 401.2  2  76   7.1 1322
1991      8230 -14.3 401.0  2  77   7.1 1322
1992      8233 -14.4 400.9  2  77   7.0 1323
1993      8236 -14.4 400.7  2  78   7.0 1323
1994      8240 -14.4 400.5  2  78   6.9 1324
1995      8244 -14.5 400.3  2  78   6.9 1324
1996      8247 -14.5 400.1  2  79   6.9 1325
1997      8250 -14.5 399.9  2  79   6.8 1325
1998      8254 -14.5 399.8  2  80   6.8 1326
1999      8257 -14.6 399.6  2  80   6.7 1326
2000      8260 -14.6 399.4  2  80   6.7 1327
2001      8264 -14.6 399.2  2  81   6.6 1327
2002      8267 -14.6 399.1  2  81   6.6 1328
2003      8271 -14.6 398.9  2  82   6.6 1328
2004      8274 -14.7 398.7  2  82   6.5 1329
2005      8277 -14.7 398.5  2  82   6.5 1329
2006      8281 -14.7 398.3  2  83   6.4 1330
2007      8284 -14.7 398.2  2  83   6.4 1330
2008      8288 -14.8 398.0  2  83   6.4 1331
2009      8291 -14.8 397.8  2  83   6.3 1331
2010      8295 -14.8 397.6  2  84   6.3 1332
2011      8298 -14.8 397.4  2  84   6.3 1332
2012      8302 -14.9 397.2  2  84   6.3 1333
2013      8305 -14.9 397.1  2  84   6.2 1333
2014      8308 -14.9 396.9  2  84   6.2 1334
2015      8311 -14.9 396.8  2  85   6.2 1334
2016      8314 -14.9 396.6  2  85   6.2 1335
2017      8318 -15.0 396.4  2  85   6.2 1335
2018      8322 -15.0 396.2  2  85   6.2 1336
2019      8325 -15.0 396.0  2  85   6.2 1336
2020      8328 -15.0 395.8  2  85   6.2 1337
2021      8332 -15.0 395.7  2  85   6.1 1337
2022      8335 -15.1 395.5  2  86   6.1 1338
2023      8339 -15.1 395.3  2  86   6.1 1338
2024      8342 -15.1 395.1  2  86   6.1 1339
2025      8346 -15.2 394.9  2  86   6.1 1339
2026      8349 -15.2 394.7  2  86   6.1 1340
2027      8353 -15.2 394.6  2  86   6.1 1340
2028      8356 -15.3 394.4  2  86   6.1 1341
2029      8359 -15.3 394.2  2  87   6.1 1341
2030      8362 -15.3 394.1  2  87   6.1 1342
2031      8365 -15.3 393.9  2  87   6.1 1342
2032      8369 -15.4 393.7  2  87   6.1 1343
2033      8372 -15.4 393.6  2  87   6.1 1343
2034      8375 -15.4 393.4  2  87   6.1 1343
2035      8378 -15.5 393.2  2  87   6.0 1344
2036      8382 -15.5 393.1  2  88   6.0 1344
2037      8385 -15.5 392.9  2  88   6.0 1345
2038      8389 -15.5 392.7  2  88   6.0 1345
2039      8392 -15.6 392.5  2  88   6.0 1346
2040      8395 -15.6 392.4  2  88   6.0 1346
2041      8398 -15.6 392.2  2  88   6.0 1347
2042      8401 -15.6 392.1  2  88   6.0 1347
2043      8404 -15.6 391.9  2  88   6.0 1348
2044      8407 -15.7 391.7  2  88   6.0 1348
2045      8411 -15.7 391.6  2  89   5.9 1349
2046      8414 -15.7 391.4  2  89   5.9 1349
2047      8417 -15.7 391.2  2  89   5.9 1349
2048      8420 -15.7 391.1  2  89   5.9 1350
2049      8423 -15.8 390.9  2  89   5.9 1350
2050      8426 -15.8 390.7  2  89   5.9 1351
2051      8430 -15.8 390.6  2  89   5.9 1351
2052      8433 -15.8 390.4  2  89   5.9 1352
2053      8437 -15.9 390.2  2  89   5.9 1352
2054      8440 -15.9 390.0  2  88   5.9 1353
2055      8443 -15.9 389.9  2  88   5.8 1353
2056      8446 -15.9 389.7  2  88   5.8 1354
2057      8450 -16.0 389.5  2  88   5.8 1354
2058      8453 -16.0 389.3  2  88   5.8 1355
2059      8457 -16.0 389.1  2  88   5.8 1355
2060      8460 -16.0 389.0  2  88   5.8 1356
2061      8464 -16.1 388.8  2  88   5.8 1356
2062      8467 -16.1 388.6  2  88   5.8 1357
2063      8470 -16.1 388.5  2  88   5.8 1357
2064      8474 -16.2 388.3  2  88   5.8 1358
2065      8478 -16.2 388.1  2  88   5.8 1358
2066      8481 -16.2 387.9  2  87   5.8 1359
2067      8484 -16.2 387.8  2  87   5.8 1359
2068      8487 -16.2 387.6  2  87   5.8 1360
2069      8491 -16.3 387.4  2  87   5.7 1360
2070      8494 -16.3 387.2  2  87   5.7 1361
2071      8498 -16.3 387.1  2  87   5.7 1361
2072      8501 -16.3 386.9  2  87   5.7 1362
2073      8504 -16.4 386.7  2  87   5.7 1362
2074      8507 -16.4 386.5  2  87   5.7 1363
2075      8511 -16.4 386.4  2  87   5.7 1363
2076      8514 -16.4 386.2  2  87   5.7 1364
2077      8518 -16.4 386.0  2  87   5.7 1364
2078      8521 -16.5 385.8  2  87   5.7 1365
2079      8525 -16.5 385.7  2  87   5.7 1365
2080      8528 -16.5 385.5  2  87   5.7 1366
2081      8532 -16.6 385.3  2  87   5.7 1366
2082      8535 -16.6 385.1  2  87   5.7 1367
2083      8538 -16.6 385.0  2  87   5.7 1367
2084      8541 -16.6 384.8  2  87   5.7 1367
2085      8545 -16.7 384.6  2  87   5.8 1368
2086      8548 -16.7 384.5  2  87   5.8 1368
2087      8552 -16.7 384.3  2  87   5.8 1369
2088      8555 -16.7 384.1  2  88   5.8 1369
2089      8558 -16.8 383.9  2  88   5.8 1370
2090      8561 -16.8 383.8  2  88   5.8 1370
2091      8564 -16.8 383.6  2  88   5.8 1371
2092      8568 -16.8 383.5  2  88   5.8 1371
2093      8571 -16.9 383.3  2  88   5.7 1372
2094      8575 -16.9 383.1  2  88   5.7 1372
2095      8578 -16.9 382.9  2  89   5.7 1373
2096      8581 -17.0 382.8  2  89   5.7 1373
2097      8584 -17.0 382.6  2  89   5.7 1374
2098      8587 -17.0 382.5  2  89   5.7 1374
2099      8591 -17.0 382.3  2  89   5.7 1375
2100      8594 -17.1 382.1  2  89   5.7 1375
2101      8598 -17.1 381.9  2  90   5.7 1376
2102      8601 -17.1 381.7  2  90   5.7 1376
2103      8605 -17.1 381.6  2  90   5.7 1377
2104      8609 -17.1 381.4  2  90   5.7 1377
2105      8612 -17.2 381.2  2  90   5.7 1378
2106      8615 -17.2 381.1  2  90   5.7 1378
2107      8618 -17.2 380.9  2  90   5.6 1379
2108      8622 -17.3 380.7  2  91   5.6 1379
2109      8625 -17.3 380.5  2  91   5.6 1380
2110      8629 -17.3 380.4  2  91   5.6 1380
2111      8632 -17.4 380.2  2  91   5.6 1381
2112      8635 -17.4 380.0  2  91   5.5 1381
2113      8638 -17.4 379.9  2  91   5.5 1382
2114      8642 -17.4 379.7  2  91   5.5 1382
2115      8645 -17.5 379.5  2  91   5.5 1383
2116      8648 -17.5 379.3  2  91   5.5 1383
2117      8652 -17.5 379.2  2  91   5.4 1383
2118      8655 -17.5 379.0  2  91   5.4 1384
2119      8658 -17.6 378.9  2  92   5.4 1384
2120      8662 -17.6 378.7  2  92   5.4 1385
2121      8665 -17.6 378.5  2  92   5.4 1385
2122      8669 -17.7 378.3  2  91   5.3 1386
2123      8672 -17.7 378.1  2  91   5.3 1386
2124      8675 -17.7 378.0  2  91   5.3 1387
2125      8679 -17.7 377.8  2  91   5.3 1387
2126      8682 -17.7 377.6  2  91   5.3 1388
2127      8686 -17.8 377.4  2  91   5.3 1388
2128      8690 -17.8 377.3  2  91   5.3 1389
2129      8693 -17.8 377.1  2  91   5.2 1389
2130      8696 -17.9 376.9  2  90   5.2 1390
2131      8699 -17.9 376.8  2  90   5.2 1390
2132      8702 -17.9 376.6  2  90   5.2 1391
2133      8706 -18.0 376.5  2  90   5.2 1391
2134      8709 -18.0 376.3  2  89   5.2 1392
2135      8713 -18.0 376.1  2  89   5.2 1392
2136      8716 -18.0 375.9  2  89   5.3 1393
2137      8720 -18.1 375.7  2  88   5.3 1393
2138      8724 -18.1 375.6  2  88   5.3 1394
2139      8727 -18.1 375.4  2  88   5.3 1394
2140      8730 -18.1 375.2  2  88   5.3 1395
2141      8734 -18.2 375.0  3  87   5.3 1395
